titolo,immagine_url,contenuto,citta,fonte_estrazione,latitudine,longitudine,fonte_geocoding,poi_relevance
Associazione italiana di psicologia analitica (AIPA) - Sezione di Milano,/_next/image?url=https%3A%2F%2Faspi.archivio.com%2Fcataloga%2Fmedia%2Fcollectiveaccess%2Fimages%2F1%2F1%2F6%2F7%2F53719_ca_object_representations_media_116774_large.jpg&w=3840&q=75,"L’Associazione italiana di psicologia analitica (AIPA) viene fondata nel marzo 1961 da Ernst Bernhard nella sua casa di Bracciano, a Roma: l’obiettivo è portare il pensiero dello psicoanalista Carl Gustav Jung in Italia. Oltre agli stessi coniugi Bernhard (anche la moglie Dora Friedländer è psicoanalista), sono presenti all’atto della fondazione: Mirella Bonetti, Giuseppe Donadio, Enzo Lezzi, Francesco Montanari, Mario Moreno, Gianfranco Tedeschi. Nell’ottobre 1962 un piccolo gruppo di analisti junghiani inizia a riunirsi a Milano con l’intenzione di dar vita a una vera e propria Sezione milanese (che tuttavia si costituirà formalmente solo nel 1977): tra loro, Severino Rusconi, Mariella Loriga, Silvia Montefoschi e Fabio Minozzi (zio di Diego Napolitani). Per la prima riunione giunge ufficialmente da Roma Ernst Bernhard, che continuerà poi a frequentare periodicamente la Sezione milanese. Nei primi tempi, le riunioni si svolgono settimanalmente, per discussioni teoriche e cliniche. In seguito, la morte di Bernhard e alcuni conseguenti problemi organizzativi fanno sì che l’attività del gruppo milanese rallenti, senza tuttavia arrestarsi completamente: vengono anzi organizzate riunioni che vedono la partecipazione di analisti junghiani provenienti da altre città italiane ed estere. Tra il 1966 e il 1967 proprio a Milano si svolgono seminari guidati da Carl Alfred Meier e da Norman Elrod, entrambi appartenenti allo Jung Institut di Zurigo, mentre negli anni successivi giungono nel capoluogo lombardo James Hilmann, Alfred Guggebuht Craig, Helene Erba Tissot, Michel Fordham. Nel 1977, si diceva, quella milanese diventa formalmente una sezione distaccata dell’AIPA, dando inizio all’attività di training, sollecitata dai numerosi analisti che, abitando nel nord Italia, non riuscirebbero a seguire i corsi di formazione romani (cominciati l’anno precedente). Tra i primi docenti: Giuseppe Maffei, Paolo Aite, Aldo Carotenuto, Maria Teresa Colonna, Angela Maria Frigerio e Vincenzo Loriga. Inoltre hanno tenuto seminari straordinari Gaetano Benedetti, dell’Università di Basilea, e Dora Kalff, dello Jung-Institut di Zurigo. Va infine segnalata la collaborazione fra l’AIPA milanese e l’Associazione medica italiana gruppi Balint (AMIGB), costituita a Milano nel giugno 1970, per l’addestramento al rapporto medico-paziente e la formazione dei medici al lavoro psicologico di gruppo, secondo il metodo Balint. La collaborazione viene introdotta da Severino Rusconi e Mariella Gambino Loriga nei primi anni Settanta ed è tuttora esistente. Elisa Montanari 28/10/2015",AIPA,spacy,44.1366,11.981364,mapbox_poi,0.286265
Casa della Divina Provvidenza di Bisceglie,/_next/image?url=https%3A%2F%2Faspi.archivio.com%2Fcataloga%2Fmedia%2Fcollectiveaccess%2Fimages%2F2%2F5%2F3%2F3%2F53224_ca_object_representations_media_253399_large.jpg&w=3840&q=75,"È il 3 ottobre 1921: a Bisceglie (Bari) il sacerdote Pasquale Uva, alla presenza di otto ragazze (destinate a diventare, col nome di Ancelle della Divina Provvidenza, le madri fondatrici dell’Opera don Uva), posa la prima pietra del suo centro volto a “raccogliere e proteggere dall’ambiente sociale, nel quale si addimostrano inadattabili o attori di dannose influenze per questa incompatibilità, fanciulli e deficienti, anormali dei sensi e minorati fisici”. A questo centro verrà dato il nome di Casa della Divina Provvidenza, nome che richiama quello della analoga realtà (la Piccola Casa della Divina Provvidenza) voluta e fondata a Torino dal suo ispiratore: Giuseppe Benedetto Cottolengo. L’edificio, sorto accanto alla sagrestia della chiesa di Sant’Agostino di cui Uva è nominato rettore, inizialmente è costituito da sole tre stanze: una cucina-refettorio e due stanze per ricoverare gli ospiti. Si tratta del “primo reparto” di quella “casa del dolore e della pietà umana”. Il 29 settembre 1922, viene accolta la prima ospite. Nasce quel giorno l’Istituto ortofrenico biscegliese. Alla fine di quell’anno gli ospiti diventano già nove, nel 1925 sfiorano il centinaio e, al termine del primo decennio, superano quota trecento. Nel frattempo anche gli edifici dell’Istituto crescono, nonostante le costanti difficoltà economiche. E per far fronte alle sempre più pressanti richieste di ricovero viene progettato e costruito quello che sarebbe diventato il primo padiglione (femminile) dell’Istituto ortofrenico. Pasquale Uva si rende presto conto che accogliere e sfamare quei bisognosi non è sufficiente: essi hanno bisogno di assistenza medica. Si avvale quindi dell’aiuto volontario e gratuito di medici locali e di alcuni docenti della neonata università barese. Primo direttore del suo Istituto ortofrenico è Pietro Armenise, originario di Bari, laureatosi a Napoli nel 1920, specializzatosi in Clinica neurologica negli Istituti clinici di perfezionamento di Milano, passato poi a Roma per un corso di perfezionamento e per il praticantato, e rientrato quindi in Puglia dove è divenuto aiuto volontario nella Clinica per le malattie nervose e mentali dell’Università di Bari. È Armenise a dare all’Istituto di Pasquale Uva la prima vera impostazione scientifico-sanitaria. Organizza un corso speciale per infermiere che permette a venti suore di conseguire il diploma; crea nell’Istituto il primo nucleo di una biblioteca scientifica, promuove la pubblicazione su riviste di settore dei contributi prodotti dai suoi medici e assistenti. Nel giugno 1933 ad Armenise subentra Domenico Sarno, originario di Trani ma che avrebbe trascorso la quasi totalità della sua vita a Napoli, dove si laurea nel 1920 per poi diventare assistente (dal 1920 al 1924) e poi aiuto (dal 1924 al 1959) alla Clinica di Leonardo Bianchi. Contattato da Pasquale Uva per aiutarlo a organizzare il trasferimento di alcuni pazienti da Nocera a Bisceglie, gli viene presto offerta la possibilità di dirigere la Casa biscegliese che, nel frattempo, sta per ospitare al suo interno anche un vero e proprio Ospedale psichiatrico, il primo in tutta la Terra di Bari. Dopo lunghe ed estenuanti trattative, infatti, il 14 novembre 1935, il Rettorato della Provincia di Bari delibera che nella Casa della Divina Provvidenza di Bisceglie possano essere ricoverati «tutti i dementi della provincia». Undici anni dopo la nascita dell’Istituto ortofrenico, a Bisceglie nasce quindi anche l’Ospedale psichiatrico. Pasquale Uva acquista un terreno di circa 2500 mq limitrofo alla sua Casa, per costruirvi altri due padiglioni: il secondo Padiglione dell’Ospedale, in grado di contenere 350 letti (accanto ai 650 dell’Istituto ortofrenico), viene inaugurato il 15 luglio del 1936. Nel 1940 sarebbe poi entrato in funzione anche il terzo padiglione ospedaliero. Intanto, nel gennaio 1936, Sarno parte volontario per l’Africa Orientale. Uva chiama nuovamente Armenise alla direzione sanitaria della Casa, arricchitasi intanto dell’Ospedale psichiatrico. Molte cose sono cambiate dal suo primo mandato: non ci si può più affidare solo alle suore per l’assistenza infermieristica, né solo all’aiuto volontario e gratuito dei medici. Viene dunque assunto nuovo personale, tra cui anche il medico biscegliese Carlo Pasquale che, braccio destro di Armenise e Sarno negli anni della loro direzione, subentra a Serafino D’Antona dopo i sedici mesi della sua “consulenza effettiva”, divenendo direttore della Casa dal 1939 fino alla morte nel 1941. Lo sostituirà Girolamo Di Gregorio, anch’egli biscegliese, laureatosi a Bari e specializzatosi nella cura delle malattie nervose e mentali a Palermo nel 1941. Per trent’anni (dal 1941 al 1971) Di Gregorio rimarrà a capo della Casa della Divina Provvidenza, contribuendo a darle ulteriore stabilità e lustro. In quegli anni, numerosi avvenimenti segnano la storia della Casa della Divina Provvidenza: in primo luogo la morte di Pasquale Uva, sopraggiunta il 13 settembre 1955 dopo una vita trascorsa per realizzare il suo grande sogno: “Fondare una città di parecchie migliaia di abitanti, tutti sofferenti”. Inoltre, se nel 1951 i padiglioni dell’ospedale biscegliese ospitano ben 3.200 pazienti, nel 1955 si aggiunge un padiglione psichiatrico maschile (poi distrutto e trasformato in unità di Cardiologia e Pneumologia), e nel 1960 un terzo padiglione psichiatrico femminile di cinque piani. Tra il 1964 e il 1972 l’Ospedale psichiatrico viene ulteriormente ampliato vedendo la nascita, tra gli altri, del padiglione per l’osservazione, di quello per folli e deficienti tubercolotici e della palazzina destinata ad accogliere gli uffici amministrativi. Già a metà del Novecento, insomma, la Casa della Divina Provvidenza di Bisceglie appare come una enorme città nella città, con tanto di scuola, laboratori e persino una chiesa, quella iniziata nel 1937 ma ultimata solo nel 1952 e dedicata a San Giuseppe, padre dei sofferenti. Ma l’impresa di Uva non si limita alla sola città di Bisceglie. Intorno alla metà del secolo trovano infatti realizzazione anche altri dei numerosi progetti dell’infaticabile sacerdote: la fondazione di ospedali psichiatrici a Foggia (entrato in funzione nel 1949), a Potenza (inaugurato solo dopo la morte di Uva, tra il 1954 e il 1961) e a Guidonia, vicino Roma (1954-55). L’Opera don Uva, che negli ultimi decenni ha dovuto far fronte a difficoltà di carattere amministrativo e finanziario, continua a essere attiva ancora oggi in numerose città italiane e straniere. Dal 2017 la Società Universo Salute l’ha presa in gestione nelle sedi di Bisceglie, Foggia e Potenza. Lorenzo Leporiere 05/07/2023",Casa della Divina Provvidenza,spacy,45.521255,8.784035,mapbox_poi,0.574074
"Casa di cura ""Le Betulle""",/_next/image?url=https%3A%2F%2Faspi.archivio.com%2Fcataloga%2Fmedia%2Fcollectiveaccess%2Fimages%2F1%2F1%2F6%2F7%2F5155_ca_object_representations_media_116724_large.jpg&w=3840&q=75,"Aperta sulle colline comasche di Appiano Gentile, la Casa di cura “Le Betulle” venne inaugurata il 3 aprile 1966 alla presenza di personaggi importanti dell’ambiente scientifico milanese, quali Cesare Musatti, Franco Fornari, Elvio Fachinelli. La struttura nasceva infatti su iniziativa dello psichiatra e psicoanalista milanese Augusto Guida, affiancato nell’impresa dal collega Anteo Saraval. Figlio di Adolfo, chimico-farmaceutico alla Carlo Erba, e di Gianna Pirola, medaglia d’oro al valore civile per aver prestato assistenza infermieristica agli ammalati di spagnola nel 1918, Augusto Guida (classe 1922) aveva lavorato fino a quel momento nelle cliniche neuropsichiatriche delle Università di Pavia, Modena e Milano: presso quest’ultima era stato assistente di Gildo Gastaldi. Aveva inoltre prestato servizio nel Manicomio di Como per circa un anno e mezzo (aprile 1953-settembre 1954). Ma la casa di cura progettata insieme a Saraval era pensata in maniera completamente differente. La struttura nasceva infatti totalmente “aperta”, senza inferriate alle finestre, né chiavistelli alle porte; accoglieva tutte le patologie mentali (dalle nevrosi più lievi alle forme più gravi di schizofrenie e demenze); i famigliari dei ricoverati potevano entrare in qualunque momento, perché non erano stabiliti giorni e orari specifici per le visite. Completamente immersa nel verde, la casa di cura ospitava in camere singole fino a 50 malati, tutti volontari (trattandosi di una struttura privata,  nessuno poteva essere ricoverato e trattenuto contro la sua volontà). Il percorso terapeutico prevedeva una cura farmacologica sulla quale veniva innestato – laddove possibile – un intervento psicoterapico individuale a sfondo analitico. Inoltre, se da un lato la casa venne dotata fin dal principio di un atelier di pittura, non mancavano gli apparecchi per praticare l’elettroshock: nessuna terapia era infatti rigettata in linea di principio. Il primo gruppo di lavoro era costituito, oltre che da Guida e Saraval, da Angelo Oliva, Giuseppe Frangini e Roberto Bertolli. Tra la fine degli anni Settanta e i primi anni Ottanta del Novecento vennero introdotti strumenti diagnostici per praticare esami di laboratorio, quali ecografie e TAC, anche su pazienti esterni, non ricoverati. Inoltre, dal 1995 hanno iniziato a essere ospitati anche pazienti non psichiatrici, dando vita a una situazione residenziale “mista” che dura ancora oggi. Elisa Montanari 30/10/2015",Appiano Gentile,spacy,45.130692,7.470197,mapbox_poi,0.435185
Casa di cura neuropsichiatrica Villa dei Pini,/_next/image?url=https%3A%2F%2Faspi.archivio.com%2Fcataloga%2Fmedia%2Fcollectiveaccess%2Fimages%2F1%2F2%2F4%2F8%2F1641_ca_object_representations_media_124881_large.jpg&w=3840&q=75,"Nata da una scissione dalla Casa di cura neuropsichiatrica Poggio Sereno (Fiesole), fu fondata nel 1948 dallo psichiatra Francesco (Franco) Cammarata presso la Villa Crisolini-Malatesta, situata sulle colline di Firenze. Accoglieva pazienti paganti e fin da subito ebbe stretti legami con istituzioni pubbliche fiorentine che si occupavano di assistenza psichiatrica. Al suo interno fu creata un’apposita struttura, chiamata Casa Verde, che funzionava – secondo la legge 36/1904 e l’annesso regolamento del 1909 – come reparto manicomiale per paganti provenienti dall’Ospedale psichiatrico di Firenze “Vincenzo Chiarugi”; in base a una convenzione, il direttore del Chiarugi sovrintendeva ai ricoverati e tutte le settimane si recava a visitarli. Villa dei Pini aveva inoltre la possibilità di svolgere al proprio interno il periodo di osservazione per decidere la loro ammissione o meno nella Casa, cosa che non era prevista per gli altri pazienti paganti. Nello stesso periodo fu stipulato un accordo anche con la Clinica psichiatrica universitaria fiorentina, diretta da Filippo Cardona, per il ricovero dei pensionanti. Alla morte del fondatore nel 1955, la direzione fu assunta dal figlio, Fausto Cammarata, che si sarebbe successivamente laureato in medicina e nel 1961 specializzato in neuropsichiatria. I pazienti non manicomiali arrivavano alla Casa di cura attraverso le Casse mutua, i medici curanti e i familiari. Con la legge 180 del 1978, che prevedeva tra l’altro la chiusura degli ospedali psichiatrici, i pazienti della Casa Verde furono dimessi, incontrando molte difficoltà di reinserimento familiare e sociale. Con l’istituzione del Sistema sanitario nazionale nello stesso anno, la Villa si accreditò come casa di cura neuropsichiatrica e continuò così il suo rapporto con le istituzioni pubbliche di cura e assistenza. Dagli anni Ottanta del Novecento l’intervento è andato sempre più specializzandosi. Oggi l’attività di Villa dei Pini, ancora di proprietà e gestita dalla famiglia del fondatore, è diagnostica e terapeutica, di tipo ambulatoriale e residenziale, particolarmente rivolta ai disturbi affettivi, della personalità e del comportamento alimentare. Le aree coinvolte nella ricerca riguardano lo spettro bipolare, il comportamento alimentare, la depressione cronica; inoltre, dato il diffondersi dei disordini della personalità, la Casa di cura ha avviato una ricerca su pazienti con multimpulsività. Matteo Fiorani e Patrizia Guarnieri 08/02/2016",Villa dei Pini Nata,spacy,40.274692,18.257152,mapbox_poi,1
Centro aiuto drogati (CAD) di Milano,/_next/image?url=https%3A%2F%2Faspi.archivio.com%2Fcataloga%2Fmedia%2Fcollectiveaccess%2Fimages%2F1%2F1%2F6%2F7%2F52312_ca_object_representations_media_116726_large.jpg&w=3840&q=75,"Il Centro nacque a Milano nel 1968 per volontà autonoma e pioneristica dello psichiatra Alberto Madeddu, che volle riunire un gruppo pluridisciplinare di specialisti in un centro di studi che affrontasse il tema delle tossicodipendenze. Madeddu all’Ospedale psichiatrico provinciale di Mombello, dove lavorava, aveva avuto modo di intraprendere cure nei confronti dei tossicodipendenti e di avviare le prime battaglie contro i pregiudizi e i limiti legislativi che portavano a considerare questi pazienti come delinquenti. Tre anni dopo il Comune di Milano patrocinò l’iniziativa del Centro aiuto drogati (CAD), permettendo l’apertura di un servizio medico-psico-sociale. Si trattò di una realtà nuova nel panorama italiano, che all’epoca risentiva ancora di una carenza di interventi socio-sanitari nell’ambito delle problematiche legate alle dipendenze da sostanze stupefacenti e da alcool. Nel corso degli anni Settanta, nella sede di via Apollodoro, si venne dunque a creare, intorno alla figura del professor Madeddu, un gruppo pluridisciplinare di operatori volontari  composto da medici, psichiatri, psicologi, farmacologi, giuristi e assistenti sociali, i quali, grazie anche al confronto con altre realtà europee, cercarono di definire una strategia di intervento e un approccio terapeutico specifico per questo contesto. Venne adottato un programma terapeutico personalizzato sui singoli individui e bisogni, che contemplava anche l’assistenza medico-farmacologica, le cure disintossicanti ambulatoriali, l’attività di consulenza e sostegno psicologico, l’inserimento in comunità terapeutiche e in altre strutture pubbliche e private. Dal 1978 il CAD fu iscritto nel Registro degli enti ausiliari della Regione Lombardia e nel 1982 fu stipulata una convenzione con l’Assessorato alle politiche sociali del Comune di Milano per gli interventi socio-sanitari ed educativi a favore di tossicodipendenti e alcooldipendenti – in particolare adolescenti – e dei loro familiari. A corollario di questa attività teorico-scientifica nel campo delle dipendenze patologiche da sostanze e consci degli ostacoli derivanti dalle vicende giudiziarie che spesso coinvolgevano i pazienti, nel febbraio 1990 si decise di aprire anche un Servizio di consulenza legale. L’associazione fu sempre attenta alle mutazioni del tessuto sociale e nel corso degli anni la sua attenzione si estese anche alle ricerche scientifiche sull’AIDS e al trattamento di soggetti italiani e stranieri – sempre più numerosi – che vivevano in situazioni di marginalità sociale, spesso impossibilitati ad accedere ai servizi istituzionali. Si crearono quindi equipe multidisciplinari d’intervento che promossero attività di studio, ricerca e formazione nel trattamento delle dipendenze. A seguito del riordino del Sistema sanitario regionale, nel 2006 il CAD ha ottenuto l’accreditamento come Servizio multidisciplinare integrato (SMI) presso la Regione Lombardia, un contratto con l’ASL Città di Milano per le attività di prevenzione, cura e riabilitazione degli stati di tossicodipendenza e infine la gestione dello Sportello migranti, che svolge servizi di assistenza, sostegno e consulenza – anche amministrativa e legale – per gli immigrati. Dal 2013 il Centro ha spostato la propria sede in via Adolfo Wildt e cambiato denominazione in Centro accoglienza e trattamento dipendenze, allargando la propria sfera operativa anche alle dipendenze non derivanti da sostanze, come il gioco d’azzardo patologico (ludopatia). Daniela Scala 07/11/2015",Milano,spacy,45.074365,7.682062,mapbox_poi,0.456667
Centro di pronto intervento per malattie nervose e mentali “Riccardo Bozzi”,/_next/image?url=https%3A%2F%2Faspi.archivio.com%2Fcataloga%2Fmedia%2Fcollectiveaccess%2Fimages%2F2%2F8%2F5%2F9%2F44865_ca_object_representations_media_285967_large.jpg&w=3840&q=75,"Il Centro di pronto intervento per malattie nervose e mentali “Riccardo Bozzi” aveva sede a Milano in Via Assietta 38, nelle vicinanze dell’Ospedale psichiatrico provinciale “Paolo Pini”. Fu inaugurato dall’amministrazione provinciale milanese nella primavera del 1970, con il nome di Centro di pronto intervento neuropsichiatrico. Il Centro, diretto dal professor Domenico De Maio, avviò concretamente la propria attività solo il 5 aprile 1972, inizialmente con funzionalità ridotta per scarsità di personale di assistenza. Si trattava del primo esempio italiano di servizio che si ponesse “a monte” delle strutture neurologiche e psichiatriche tradizionali, con un duplice obiettivo. In primo luogo il Centro doveva agire da “filtro”, cioè diagnosticare e trattare precocemente malattie mentali e nervose suscettibili di rapido recupero clinico e ridurre così l’entità degli invii di pazienti ai manicomi. Questi, infatti, erano spesso dettati più da criteri assistenziali che da valutazioni prettamente cliniche, come avveniva tipicamente nel caso degli alcolisti. Dall’altro lato, il Centro aveva la funzione di smistare negli ospedali i malati che necessitavano di ricoveri protratti e di trattamenti riabilitativi, sia a livello somatico, sia a livello psichico. Il centro svolgeva, inoltre, attività ambulatoriale di visita e di diagnostica (elettroencefalografie, psicodiagnostica, elettroshockterapia) e fungeva da servizio di accettazione per l’Ospedale psichiatrico “Paolo Pini”. L’attività clinica era affiancata da quella scientifica (corsi di aggiornamento in neuropsicofarmacologia, pubblicazioni) e da quella didattica (seminari). Il Centro aveva sede in una palazzina a due piani, con 32 posti letto, ambulatori e laboratori. Durante il primo anno di esercizio accolse 1000 pazienti (662 uomini e 338 donne), provenienti non solo dal domicilio ma anche dalle guardie psichiatriche e dagli ospedali civili cittadini. I ricoveri, in sintonia con le finalità del Centro, erano mediamente molto brevi (5,6 giorni in media nel primo anno), e solo nel 10% dei casi davano luogo al trasferimento in un ospedale, non necessariamente psichiatrico. Nel 39% dei casi, infatti, il paziente non dimesso veniva trasferito in un ospedale generale, perché le patologie internistiche si rivelavano preminenti rispetto a quelle mentali. Per facilitare la dimissione dei pazienti con difficoltà economiche venivano erogate piccole somme, sufficienti a garantire le spese di viaggio e il rientro nel luogo di residenza. L’anno precedente alla sua chiusura (17 agosto 1978), furono ricoverati 1019 pazienti, con una durata media di degenza di 8,6 giorni; furono erogate inoltre 4829 prestazioni specialistiche e diagnostiche ambulatoriali. Daniela Bellettati e Flores Reggiani 28/09/2015 (aggiornamento 19/06/2019)",Milano,spacy,45.06877,9.634832,mapbox_poi,0.5
Centro di psicologia clinica di Milano,/_next/image?url=https%3A%2F%2Faspi.archivio.com%2Fcataloga%2Fmedia%2Fcollectiveaccess%2Fimages%2F2%2F8%2F5%2F9%2F98430_ca_object_representations_media_285968_large.jpg&w=3840&q=75,"Il Centro di psicologia clinica (CPC) fu fondato nel 1979 dalla Provincia di Milano presso l'Opedale psichiatrico “Paolo Pini” allo scopo di offrire un servizio pubblico in grado di rispondere alle sempre più diffuse esigenze di aiuto psicologico da parte di chi non aveva i mezzi per accedere alla rete professionale privata. L’attività del Centro, che proseguiva l’esperienza avviata già negli anni Cinquanta del Novecento dallo psicoanalista Giovanni Carlo Zapparoli, prevedeva l’integrazione funzionale tra psicologia clinica e psichiatria e lo sviluppo di tre modalità di cura (farmacoterapeutica, psicoterapica e socio-assistenziale), secondo i bisogni dei pazienti. Nel 1990 le prestazioni dirette agli utenti (cosiddette “di primo livello”) furono escluse per legge (L. 8 giugno 1990 n. 142, LL.RR. 1/86 e 25/90) dalle competenze provinciali e, quindi, al CPC fu assegnata una diversa fisionomia, che rispondesse alla domanda di formazione clinica e di assistenza tecnica da parte di enti e di organismi pubblici locali. Queste le aree di intervento attivate: Scuola quinquennale di psicologia; corsi di aggiornamento professionale per operatori clinico-assistenziali impegnati nei vari ambiti istituzionali (ospedali generali, ospedali psichiatrici, carceri, enti locali); supervisioni tecniche delle casistiche clinico-assistenziali (valutazione e suggerimenti correttivi agli operatori nei rapporti con l’utente psichiatrico); indagini psico-diagnostiche di secondo livello per casistiche complesse, che richiedevano interventi a lungo termine, su richiesta di enti sanitari locali; studi e ricerche volti ad affrontare gravi problemi socio-assistenziali (disagio giovanile, psicosi, cronicità); costituzione di una video-nastroteca, formata con più di 400 registrazioni di supervisioni cliniche e di lezioni, aperta alla consultazione di operatori pubblici, studenti e corsisti. Il Centro – la cui sede a Milano si trasferì nel tempo da via Pancrazi in viale Piceno 60 e infine in via Pusiano – fu chiuso nel 1997. Daniela Bellettati e Flores Reggiani 28/09/2015",Milano,spacy,45.074365,7.682062,mapbox_poi,0.456667
Centro di psicologia del lavoro di Ivrea,/_next/image?url=https%3A%2F%2Faspi.archivio.com%2Fcataloga%2Fmedia%2Fcollectiveaccess%2Fimages%2F4%2F6%2F1%2F77424_ca_object_representations_media_46100_large.jpg&w=3840&q=75,"Il Centro di psicologia del lavoro presso il complesso industriale Olivetti di Ivrea fu voluto e creato da Adriano Olivetti (1901-1960), presidente della omonima Società, nell'ambito di un progetto globale di rinnovamento dell'impresa aziendale. Nel 1942 Olivetti, che nutriva un vivo interesse per la psicologia, prese contatto con vari studiosi italiani per realizzare un centro di psicologia industriale volto all'analisi dei problemi psicologici connessi all'attività lavorativa. Dopo aver contattato Alberto Marzi e Fabio Metelli, affidò a Cesare Musatti, allora insegnante al liceo Parini di Milano, la direzione del progettato centro. L'obiettivo di Olivetti, condiviso da Musatti, non era quello di creare un semplice laboratorio di psicotecnica, sul modello dei pochi già esistenti in Italia (un laboratorio cioè diretto alla selezione psicomotoria del personale mediante l'impiego di test attitudinali), ma quello di avviare una vera e propria attività di psicologia industriale, intesa come applicazione della psicologia sperimentale e clinica allo studio delle condizioni oggettive del lavoro e della situazione soggettiva del lavoratore. Giunto a Ivrea nel 1942, Musatti inserì la propria attività nell'organizzazione tecnica della fabbrica, collaborando prima con il Centro formazione meccanici, poi con l'Ufficio tempi e metodi. Nel luglio 1943 portò a termine un'indagine sull'organizzazione del lavoro all'Olivetti, in cui dimostrò come il sistema usato dall'azienda per la determinazione dei tempi e dei metodi di lavorazione fosse astratto e arbitrario, in quanto non considerava i caratteri concreti del lavoro umano, cioè i fattori psicologi e fisiologici che condizionano le modalità e i tempi di esecuzione delle varie operazioni lavorative. Lasciata la fabbrica nel settembre dello stesso anno, Musatti vi rientrò al termine della guerra, riprendendo con Olivetti il programma di un Centro di psicologia e chiamando Gaetano Kanizsa a collaborare con lui, per poi tornare all'insegnamento universitario a Milano nel 1946. La psicologia rientrò all'Olivetti nel 1947 come attività di selezione del personale, avviata nell'ambito dell'Ufficio personale operaio dall'ingegnere Vittorio Milani, che aveva conoscenza delle selezioni psicometriche in uso negli Stati Uniti. Per lo svolgimento dell'attività selettiva fu istituito un laboratorio psicotecnico, che nei primi anni Cinquanta - con l'arrivo di Nicolò Numeroso dall'Istituto di psicologia del CNR - cominciò a collaborare con i servizi sanitari e i servizi sociali. Nel 1955 - con l'arrivo di Francesco Novara, medico e psicologo - il laboratorio si trasformò in vero e proprio Centro di psicologia, in cui lavorarono Emanuele Di Castro dal 1956, Silvano Del Lungo, Renato Rozzi dal 1961, e poco dopo, lo stesso Musatti, che rientrò come consulente e coordinatore scientifico. Con l'espansione dell'azienda, il Centro si sviluppò e acquistò una fisionomia sempre più complessa. Operando in un contesto favorevole - una fabbrica avanzata, integrata al territorio, attenta alle problematiche sociali e culturalmente aperta - poté infatti differenziare le sue funzioni e farsi carico delle esigenze innovative provenienti dalla realtà interna ed esterna all'azienda. Nell'ambito dell'attività di selezione, gli psicologi dell'Olivetti misero in rilievo la centralità del colloquio clinico: le prove psicotecniche tradizionali dovevano essere completate da colloqui individuali, finalizzati a conoscere l'immagine del mondo aziendale e le aspettative che i soggetti avevano maturato; l'operaio doveva essere interpellato sul proprio lavoro e sulla propria storia. Nell'ambito dell'attività di formazione e promozione interna, gli psicologi furono impegnati nell'insegnamento, negli esami di accesso alle scuole aziendali e nella valutazione dei candidati per i permessi di studio retribuiti presso le scuole pubbliche o le università. Con l'aumento dei quadri intermedi, furono inoltre coinvolti nella scelta degli ""operatori"" o ""capisquadra"". In analogia con le istituzioni assistenziali esterne alla fabbrica, istituirono infine nel 1958 il Centro riqualificazione operai, destinato a valutare la recuperabilità lavorativa dei soggetti che manifestavano un precoce deterioramento psicofisico e a facilitare l'inserimento nell'azienda dei soggetti disabili o con difficoltà psichiche. Nell'ambito della gestione dei progetti di sviluppo organizzativo, gli psicologi furono chiamati a convalidare i modelli di organizzazione, a verificare le ragioni di ridotta efficienza dei reparti, a mettere a punto metodi e strumenti per la valutazione del rendimento degli operai, ed entrarono in alcuni casi - come in occasione delle inchieste sulle linee transfer di montaggio del 1961 e 1965 - in aperto conflitto con gli organi di produzione. Negli anni '60 e '70 il Centro organizzò una serie di incontri con istituzioni accademiche e professionali italiane e straniere, per avviare un confronto pubblico sull'esperienza che stavano maturando. Questa esperienza si avviò ad esaurimento negli anni '80, con il declino delle aziende Olivetti, mentre il Centro di psicologia fu chiuso definitivamente nel 1993. Marina Manotta",Ivrea,spacy,44.82036,11.353315,mapbox_poi,0.46769
